"annee_naissance","fk_lieu","lieu_naissance","geo_coord"
1925,http://www.wikidata.org/entity/Q43199,Omaha,Point(-95.9375 41.258611111)
1925,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1925,http://www.wikidata.org/entity/Q79867,Birmingham,Point(-86.809444444 33.5175)
1925,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444)
1925,http://www.wikidata.org/entity/Q849592,Caldwell,Point(-116.680277777 43.658333333)
1925,http://www.wikidata.org/entity/Q184345,Viña del Mar,Point(-71.5518 -33.0245)
1925,http://www.wikidata.org/entity/Q25610,Hampstead,Point(-0.1744 51.5541)
1925,http://www.wikidata.org/entity/Q3462540,Saint-Jean-de-l'Île-d'Orléans,Point(-70.9 46.916666666)
1925,http://www.wikidata.org/entity/Q2303135,Decatur,Point(-89.1119 32.4394)
1925,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1925,http://www.wikidata.org/entity/Q1345,Philadelphia,Point(-75.163611111 39.952777777)
1925,http://www.wikidata.org/entity/Q188192,Tocopilla,Point(-70.201 -22.0941)
1925,http://www.wikidata.org/entity/Q1345,Philadelphia,Point(-75.163611111 39.952777777)
1925,http://www.wikidata.org/entity/Q163,Yorkshire,Point(-1.083333333 53.958333333)
1925,http://www.wikidata.org/entity/Q472,Sofia,Point(23.321726 42.697886)
1925,http://www.wikidata.org/entity/Q23044,San Rafael,Point(-68.335555555 -34.6175)
1925,http://www.wikidata.org/entity/Q36600,The Hague,Point(4.31 52.08)
1925,http://www.wikidata.org/entity/Q4497783,Khymchyn,Point(25.149722222 48.383888888)
1925,http://www.wikidata.org/entity/Q61,"Washington, D.C.",Point(-77.036666666 38.895)
1925,http://www.wikidata.org/entity/Q3820,Beirut,Point(35.513055555 33.886944444)
1925,http://www.wikidata.org/entity/Q25410,Aalborg,Point(9.916666666 57.05)
1926,http://www.wikidata.org/entity/Q21,England,Point(-1.0 53.0)
1926,http://www.wikidata.org/entity/Q4461695,Travneve,Point(29.08 50.426111111)
1926,http://www.wikidata.org/entity/Q1492,Barcelona,Point(2.176944444 41.3825)
1926,http://www.wikidata.org/entity/Q8351142,Correa (Santa Fe),Point(-61.2517054 -32.84599)
1926,http://www.wikidata.org/entity/Q1354,Dhaka,Point(90.394444444 23.728888888)
1926,http://www.wikidata.org/entity/Q44059,La Plata,Point(-57.95 -34.933333333)
1926,http://www.wikidata.org/entity/Q26793,Bergen,Point(5.323333333 60.3925)
1926,http://www.wikidata.org/entity/Q79247,Linden,Point(-87.792777777 32.301111111)
1926,http://www.wikidata.org/entity/Q4081571,Bila,Point(25.578055555 49.584166666)
1926,http://www.wikidata.org/entity/Q1145574,Jackson Heights,Point(-73.886944 40.751389)
1926,http://www.wikidata.org/entity/Q61434,Nellore,Point(79.966666666 14.433333333)
1926,http://www.wikidata.org/entity/Q42123,Yangsan,Point(129.038611111 35.338611111)
1926,http://www.wikidata.org/entity/Q1952672,Duck Hill,Point(-89.7147 33.6319)
1926,http://www.wikidata.org/entity/Q2876362,Aïn Oulmene,Point(5.3 35.91666667)
1926,http://www.wikidata.org/entity/Q1296,Ghent,Point(3.725277777 51.053611111)
1926,http://www.wikidata.org/entity/Q727,Amsterdam,Point(4.893611111 52.372777777)
1926,http://www.wikidata.org/entity/Q1384,New York,Point(-75.0 43.0)
1926,http://www.wikidata.org/entity/Q129286,British Raj,Point(88.337777777 22.541111111)
1926,http://www.wikidata.org/entity/Q643883,Sialkot,Point(74.533333333 32.5)
1926,http://www.wikidata.org/entity/Q37320,Cleveland,Point(-81.669722222 41.482222222)
1926,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1926,http://www.wikidata.org/entity/Q6441,Montpellier,Point(3.877230555 43.610919444)
1926,http://www.wikidata.org/entity/Q1055,Hamburg,Point(10.0 53.55)
1927,http://www.wikidata.org/entity/Q16520,Busan,Point(129.075 35.18)
1927,http://www.wikidata.org/entity/Q180921,Omdurman,Point(32.462887 15.683517)
1927,http://www.wikidata.org/entity/Q990504,Exeter,Point(-70.947777777 42.981388888)
1927,http://www.wikidata.org/entity/Q2868,Lima,Point(-77.0375 -12.06)
1927,http://www.wikidata.org/entity/Q205584,Étampes,Point(2.162222222 48.435)
1927,http://www.wikidata.org/entity/Q53077,Saltillo,Point(-100.991944444 25.423055555)
1927,http://www.wikidata.org/entity/Q870103,Pathein,Point(94.733333333 16.766666666)
1927,http://www.wikidata.org/entity/Q3780,Freetown,Point(-13.233055555 8.483333333)
1927,http://www.wikidata.org/entity/Q79820,Yuma,Point(-114.615277777 32.692222222)
1927,http://www.wikidata.org/entity/Q992747,Mampong,Point(-1.4 7.066666666)
1927,http://www.wikidata.org/entity/Q891781,Téra,Point(0.753055555 14.010555555)
1927,http://www.wikidata.org/entity/Q891781,Téra,Point(0.75306 14.01056)
1927,http://www.wikidata.org/entity/Q1358351,Fondón,Point(-2.858333333 36.979166666)
1927,http://www.wikidata.org/entity/Q4361,Curitiba,Point(-49.271944444 -25.429722222)
1927,http://www.wikidata.org/entity/Q33345,Yevpatoriia,Point(33.358333333 45.2)
1927,http://www.wikidata.org/entity/Q18426,The Bronx,Point(-73.873207 40.84676)
1927,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1927,http://www.wikidata.org/entity/Q1323405,Kapsabet,Point(35.1 0.2)
1927,http://www.wikidata.org/entity/Q504530,Walsall,Point(-1.98 52.58)
1927,http://www.wikidata.org/entity/Q1297,Chicago,Point(-87.65005 41.85003)
1927,http://www.wikidata.org/entity/Q608527,Plains,Point(-84.393333333 32.033611111)
1927,http://www.wikidata.org/entity/Q15626,Olesa de Montserrat,Point(1.894444444 41.545)
1927,http://www.wikidata.org/entity/Q3557,Central Java,Point(110.0 -7.5)
1927,http://www.wikidata.org/entity/Q4301409,Monastirets,Point(23.714166666 49.211666666)
1927,http://www.wikidata.org/entity/Q3572,Tunis,Point(10.18 36.800833333)
1927,http://www.wikidata.org/entity/Q1055,Hamburg,Point(10.0 53.55)
1927,http://www.wikidata.org/entity/Q109188,Pelotas,Point(-52.342777777 -31.771944444)
1927,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1927,http://www.wikidata.org/entity/Q30340,Zhengzhou,Point(113.66051 34.74919)
1927,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1927,http://www.wikidata.org/entity/Q200126,"18th arrondissement of Paris",Point(2.344447222 48.89215)
1928,http://www.wikidata.org/entity/Q414,Argentina,Point(-64.0 -34.0)
1928,http://www.wikidata.org/entity/Q1026008,Washington,Point(-77.051944444 35.553611111)
1928,http://www.wikidata.org/entity/Q1142,Alsace,Point(7.5 48.5)
1928,http://www.wikidata.org/entity/Q51842,Polignano a Mare,Point(17.220277777 40.996111111)
1928,http://www.wikidata.org/entity/Q47002,Carlton,Point(144.967 -37.8001)
1928,http://www.wikidata.org/entity/Q1781,Budapest,Point(19.040833333 47.498333333)
1928,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1928,http://www.wikidata.org/entity/Q64,Berlin,Point(13.383333333 52.516666666)
1928,http://www.wikidata.org/entity/Q656,Saint Petersburg,Point(30.316666666 59.95)
1928,http://www.wikidata.org/entity/Q928349,Hoshiarpur,Point(75.917222222 31.532222222)
1928,http://www.wikidata.org/entity/Q12136280,Ordoreanu,Point(25.893435 44.363867)
1928,http://www.wikidata.org/entity/Q38022,St. Louis,Point(-90.199444444 38.626388888)
1928,http://www.wikidata.org/entity/Q95129,Braine-le-Comte,Point(4.133333333 50.6)
1928,http://www.wikidata.org/entity/Q3519,Bari,Point(16.866666666 41.125277777)
1928,http://www.wikidata.org/entity/Q8660,Karachi,Point(67.01 24.86)
1928,http://www.wikidata.org/entity/Q33986,Valparaíso,Point(-71.619722222 -33.046111111)
1928,http://www.wikidata.org/entity/Q80560,Maulbronn,Point(8.810833333 49.000277777)
1928,http://www.wikidata.org/entity/Q1449,Genoa,Point(8.933983333 44.407186111)
1928,http://www.wikidata.org/entity/Q42308,Kharkiv,Point(36.231111111 49.9925)
1928,http://www.wikidata.org/entity/Q744948,New Rochelle,Point(-73.781944444 40.908611111)
1928,http://www.wikidata.org/entity/Q4241420,Krychylsk,Point(26.361388888 51.24)
1928,http://www.wikidata.org/entity/Q4501400,Khrypivka,Point(31.620278805 51.866696885)
1928,http://www.wikidata.org/entity/Q992289,Massillon,Point(-81.52278 40.795)
1928,http://www.wikidata.org/entity/Q2955801,"Villa Clara, Entre Ríos",Point(-58.816666666 -31.833333333)
1928,http://www.wikidata.org/entity/Q42956,Harbin,Point(126.633333333 45.75)
1928,http://www.wikidata.org/entity/Q37320,Cleveland,Point(-81.669722222 41.482222222)
1928,http://www.wikidata.org/entity/Q1297,Chicago,Point(-87.65005 41.85003)
1928,http://www.wikidata.org/entity/Q331380,Schenectady,Point(-73.929166666 42.804166666)
1928,http://www.wikidata.org/entity/Q2186734,Koniemłoty,Point(21.13 50.52)
1928,http://www.wikidata.org/entity/Q12439,Detroit,Point(-83.0475 42.331666666)
1928,http://www.wikidata.org/entity/Q16322674,Vasilitsi,Point(21.909 36.76416667)
1928,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1928,http://www.wikidata.org/entity/Q472,Sofia,Point(23.321726 42.697886)
1928,http://www.wikidata.org/entity/Q36681,Thái Bình,Point(106.333333333 20.5)
1928,http://www.wikidata.org/entity/Q79875,Mobile,Point(-88.052672222 30.727669444)
1928,http://www.wikidata.org/entity/Q20927,Daegu,Point(128.601666666 35.871666666)
1928,http://www.wikidata.org/entity/Q3331353,Ensenada,Point(-57.9 -34.85)
1928,http://www.wikidata.org/entity/Q5329064,East Oak Lane,Point(-75.1283 40.0525)
1928,http://www.wikidata.org/entity/Q33935,Tel Aviv-Yafo,Point(34.78 32.08)
1929,http://www.wikidata.org/entity/Q1004578,Varto,Point(41.454166666 39.169444444)
1929,http://www.wikidata.org/entity/Q1490,Tokyo,Point(139.691666666 35.689444444)
1929,http://www.wikidata.org/entity/Q374013,Villa Dolores,Point(-65.2 -31.933333333)
1929,http://www.wikidata.org/entity/Q1026008,Washington,Point(-77.051944444 35.553611111)
1929,http://www.wikidata.org/entity/Q1761,Dublin,Point(-6.260277777 53.349722222)
1929,http://www.wikidata.org/entity/Q1017624,Portage la Prairie,Point(-98.291944444 49.972777777)
1929,http://www.wikidata.org/entity/Q42308,Kharkiv,Point(36.231111111 49.9925)
1929,http://www.wikidata.org/entity/Q23556,Atlanta,Point(-84.390277777 33.756944444)
1929,http://www.wikidata.org/entity/Q1760712,Toukoto,Point(-9.876389 13.447778)
1929,http://www.wikidata.org/entity/Q16562,El Paso,Point(-106.488611111 31.759166666)
1929,http://www.wikidata.org/entity/Q4134175,Hatne,Point(30.375 50.354166666)
1929,http://www.wikidata.org/entity/Q33946,Czechoslovakia,Point(14.416666666 50.083333333)
1929,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
1929,http://www.wikidata.org/entity/Q761,Białystok,Point(23.166666666 53.116666666)
1929,http://www.wikidata.org/entity/Q525649,Rosh Pinna,Point(35.542455555 32.969086111)
1929,http://www.wikidata.org/entity/Q333476,Ségou,Point(-6.266666666 13.45)
1929,http://www.wikidata.org/entity/Q333476,Ségou,Point(-6.2157 13.4317)
1929,http://www.wikidata.org/entity/Q1761,Dublin,Point(-6.260277777 53.349722222)
1929,http://www.wikidata.org/entity/Q43199,Omaha,Point(-95.9375 41.258611111)
1929,http://www.wikidata.org/entity/Q3718,Dakar,Point(-17.457222222 14.731944444)
1929,http://www.wikidata.org/entity/Q47138,Encarnación,Point(-55.866666666 -27.333333333)
1929,http://www.wikidata.org/entity/Q5092,Baltimore,Point(-76.615 39.286388888)
1929,http://www.wikidata.org/entity/Q6602,Strasbourg,Point(7.752222222 48.573333333)
1929,http://www.wikidata.org/entity/Q3141,Melbourne,Point(144.963055555 -37.814166666)
1929,http://www.wikidata.org/entity/Q803,Utrecht,Point(5.121666666 52.090833333)
1929,http://www.wikidata.org/entity/Q194420,"16th arrondissement of Paris",Point(2.276488888 48.863611111)
1929,http://www.wikidata.org/entity/Q82174,Brașov,Point(25.6 45.65)
1929,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1929,http://www.wikidata.org/entity/Q83726,Ealing,Point(-0.3058 51.5111)
1929,http://www.wikidata.org/entity/Q6761,Livorno,Point(10.316666666 43.55)
1929,http://www.wikidata.org/entity/Q82128,Temuco,Point(-72.5901 -38.7399)
1929,http://www.wikidata.org/entity/Q504215,Ayacucho,Point(-74.224444444 -13.163055555)
1929,http://www.wikidata.org/entity/Q1899,Kyiv,Point(30.523611111 50.45)
1929,http://www.wikidata.org/entity/Q42308,Kharkiv,Point(36.231111111 49.9925)
1929,http://www.wikidata.org/entity/Q406,Istanbul,Point(28.960277777 41.01)
1929,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1929,http://www.wikidata.org/entity/Q96,Mexico,Point(-102.0 23.0)
1929,http://www.wikidata.org/entity/Q187895,Zonguldak,Point(31.783333333 41.45)
1929,http://www.wikidata.org/entity/Q484678,Berkeley,Point(-122.268055555 37.870277777)
1929,http://www.wikidata.org/entity/Q1781,Budapest,Point(19.040833333 47.498333333)
1929,http://www.wikidata.org/entity/Q31467408,Antwerp,Point(4.400277777 51.220555555)
1929,http://www.wikidata.org/entity/Q228405,Madurai,Point(78.119394444 9.919661111)
1929,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
1929,http://www.wikidata.org/entity/Q1754,Stockholm,Point(18.068611111 59.329444444)
1929,http://www.wikidata.org/entity/Q1741,Vienna,Point(16.3725 48.208333333)
1930,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.225555555 31.778888888)
1930,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1930,http://www.wikidata.org/entity/Q15180,Soviet Union,Point(90.0 65.0)
1930,http://www.wikidata.org/entity/Q3624,Addis Ababa,Point(38.736944444 9.027222222)
1930,http://www.wikidata.org/entity/Q43196,Cincinnati,Point(-84.5125 39.1)
1930,http://www.wikidata.org/entity/Q52535,Rosario,Point(-60.639444444 -32.9575)
1930,http://www.wikidata.org/entity/Q73348,IJlst,Point(5.6264 53.0097)
1930,http://www.wikidata.org/entity/Q5710290,Atalaya,Point(-57.5333 -35.0333)
1930,http://www.wikidata.org/entity/Q9125,Winterthur,Point(8.72671 47.4992)
1930,http://www.wikidata.org/entity/Q12439,Detroit,Point(-83.0475 42.331666666)
1930,http://www.wikidata.org/entity/Q6312991,Jungshahi,Point(67.7725 24.85722222)
1930,http://www.wikidata.org/entity/Q2353496,Seredyna-Buda,Point(34.030833333 52.186944444)
1930,http://www.wikidata.org/entity/Q11779582,Middleton-by-Youlgrave,Point(-1.709 53.165)
1930,http://www.wikidata.org/entity/Q13122,Dendermonde,Point(4.0981 51.03123)
1930,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1930,http://www.wikidata.org/entity/Q193819,Vincennes,Point(2.439166666 48.847777777)
1930,http://www.wikidata.org/entity/Q131301,Homs,Point(36.716666666 34.733333333)
1930,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1930,http://www.wikidata.org/entity/Q2535272,Blaton,Point(3.65 50.5)
1930,http://www.wikidata.org/entity/Q1023981,San Marcos,Point(-91.795833333 14.965277777)
1930,http://www.wikidata.org/entity/Q239,City of Brussels,Point(4.351666666 50.846666666)
1930,http://www.wikidata.org/entity/Q1004316,Karkliniai,Point(23.167 54.531433333)
1930,http://www.wikidata.org/entity/Q34404,New Orleans,Point(-90.078333333 29.976111111)
1930,http://www.wikidata.org/entity/Q2668941,Woodmere,Point(-73.719444444 40.636111111)
1930,http://www.wikidata.org/entity/Q72,Zürich,Point(8.541111111 47.374444444)
1930,http://www.wikidata.org/entity/Q3141,Melbourne,Point(144.963055555 -37.814166666)
1930,http://www.wikidata.org/entity/Q197297,"17th arrondissement of Paris",Point(2.307838888 48.882244444)
1930,http://www.wikidata.org/entity/Q9347495,Stulno,Point(23.6167 51.3833)
1930,http://www.wikidata.org/entity/Q5277964,Dinas Cross,Point(-4.90978 52.0109)
1930,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1930,http://www.wikidata.org/entity/Q12892,Antwerp,Point(4.399722222 51.221111111)
1930,http://www.wikidata.org/entity/Q4224725,Kniselo,Point(24.366944444 49.510833333)
1930,http://www.wikidata.org/entity/Q270,Warsaw,Point(21.011111111 52.23)
1930,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
1930,http://www.wikidata.org/entity/Q503056,Vereeniging,Point(27.931944444 -26.673611111)
1930,http://www.wikidata.org/entity/Q64,Berlin,Point(13.383333333 52.516666666)
1930,http://www.wikidata.org/entity/Q44059,La Plata,Point(-57.95 -34.933333333)
1930,http://www.wikidata.org/entity/Q1815766,Gurugram district,Point(77.166666666 28.25)
1930,http://www.wikidata.org/entity/Q1008121,Perušić,Point(15.234602777 44.607577777)
1930,http://www.wikidata.org/entity/Q123627,Stepney,Point(-0.0462 51.5152)
1930,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1930,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1930,http://www.wikidata.org/entity/Q6554632,Linnton,Point(-122.772880555 45.585819444)
1930,http://www.wikidata.org/entity/Q3344,"2nd arrondissement of Lyon",Point(4.829077777 45.754111111)
1930,http://www.wikidata.org/entity/Q1375266,Wytheville,Point(-81.0869 36.9478)
1930,http://www.wikidata.org/entity/Q1297,Chicago,Point(-87.65005 41.85003)
1930,http://www.wikidata.org/entity/Q37995,Yangon,Point(96.16 16.795)
1930,http://www.wikidata.org/entity/Q106281,Tarnów,Point(20.988333333 50.0125)
1931,http://www.wikidata.org/entity/Q812,Florida,Point(-81.631666666 28.133333333)
1931,http://www.wikidata.org/entity/Q19520,Podolsk,Point(37.545555555 55.431111111)
1931,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1931,http://www.wikidata.org/entity/Q23197,Nashville,Point(-86.774444444 36.162222222)
1931,http://www.wikidata.org/entity/Q189546,Bizerte,Point(9.873888888 37.274444444)
1931,http://www.wikidata.org/entity/Q35381,Colombo,Point(79.833333333 6.916666666)
1931,http://www.wikidata.org/entity/Q80021,Daugavpils,Point(26.516111111 55.871388888)
1931,http://www.wikidata.org/entity/Q3889,Maputo,Point(32.576388888 -25.915277777)
1931,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1931,http://www.wikidata.org/entity/Q10704,Tórshavn,Point(-6.783333333 62.0)
1931,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888)
1931,http://www.wikidata.org/entity/Q78,Basel,Point(7.590555555 47.560555555)
1931,http://www.wikidata.org/entity/Q34261,Port-au-Prince,Point(-72.338611111 18.5425)
1931,http://www.wikidata.org/entity/Q955468,Rahachow,Point(30.05 53.1)
1931,http://www.wikidata.org/entity/Q1374295,Pearisburg,Point(-80.7325 37.3292)
1931,http://www.wikidata.org/entity/Q2887,Santiago,Point(-70.65 -33.4375)
1931,http://www.wikidata.org/entity/Q727,Amsterdam,Point(4.893611111 52.372777777)
1931,http://www.wikidata.org/entity/Q170996,Galați,Point(28.0425 45.423333333)
1931,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1931,http://www.wikidata.org/entity/Q7221982,Mykolaivka,Point(37.678333333 47.651944444)
1931,http://www.wikidata.org/entity/Q36600,The Hague,Point(4.31 52.08)
1931,http://www.wikidata.org/entity/Q34739,Dayton,Point(-84.2 39.766666666)
1931,http://www.wikidata.org/entity/Q1555,Guatemala City,Point(-90.52525 14.609861111)
1931,http://www.wikidata.org/entity/Q1741,Vienna,Point(16.3725 48.208333333)
1931,http://www.wikidata.org/entity/Q36947,Salvador,Point(-38.492777777 -12.983055555)
1931,http://www.wikidata.org/entity/Q3766,Damascus,Point(36.291944444 33.513055555)
1931,http://www.wikidata.org/entity/Q340,Montreal,Point(-73.561666666 45.508888888)
1931,http://www.wikidata.org/entity/Q518076,Verdun,Point(-73.5731774 45.459078)
1931,http://www.wikidata.org/entity/Q16191549,Punggak,Point(128.57986 35.63606)
1931,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
1931,http://www.wikidata.org/entity/Q793,Zwolle,Point(6.1 52.516666666)
1931,http://www.wikidata.org/entity/Q6936880,Munsieville,Point(27.753 -26.075)
1931,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1931,http://www.wikidata.org/entity/Q1492,Barcelona,Point(2.176944444 41.3825)
1931,http://www.wikidata.org/entity/Q46707,Plombières-lès-Dijon,Point(4.972222222 47.339444444)
1931,http://www.wikidata.org/entity/Q1773,Riga,Point(24.106944444 56.9475)
1931,http://www.wikidata.org/entity/Q3572,Tunis,Point(10.18 36.800833333)
1931,http://www.wikidata.org/entity/Q42308,Kharkiv,Point(36.231111111 49.9925)
1931,http://www.wikidata.org/entity/Q23661,Wellington,Point(174.777222222 -41.288888888)
1931,http://www.wikidata.org/entity/Q191066,"15th arrondissement of Paris",Point(2.300291666 48.841327777)
1931,http://www.wikidata.org/entity/Q989616,Hove,Point(-0.1725 50.831111111)
1931,http://www.wikidata.org/entity/Q7205891,Plympton,Point(138.55 -34.95)
1932,http://www.wikidata.org/entity/Q1963,Khartoum,Point(32.52654 15.60308)
1932,http://www.wikidata.org/entity/Q180921,Omdurman,Point(32.462887 15.683517)
1932,http://www.wikidata.org/entity/Q565982,Annecy-le-Vieux,Point(6.141944444 45.919166666)
1932,http://www.wikidata.org/entity/Q30,United States of America,Point(-98.5795 39.828175)
1932,http://www.wikidata.org/entity/Q55,Netherlands,Point(5.55 52.316666666)
1932,http://www.wikidata.org/entity/Q309475,Al-Ubayyid,Point(30.216666666 13.183333333)
1932,http://www.wikidata.org/entity/Q1159,Andhra Pradesh,Point(80.516488888 16.514)
1932,http://www.wikidata.org/entity/Q867586,Salt,Point(35.727222222 32.039166666)
1932,http://www.wikidata.org/entity/Q9844,Helmond,Point(5.65559 51.47968)
1932,http://www.wikidata.org/entity/Q311312,Ad-Damir,Point(33.959166666 17.592777777)
1932,http://www.wikidata.org/entity/Q993904,Orizaba,Point(-97.1 18.85)
1932,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1932,http://www.wikidata.org/entity/Q1891,Bologna,Point(11.342777777 44.493888888)
1932,http://www.wikidata.org/entity/Q1489,Mexico City,Point(-99.145555555 19.419444444)
1932,http://www.wikidata.org/entity/Q1490,Tokyo,Point(139.691666666 35.689444444)
1932,http://www.wikidata.org/entity/Q1297,Chicago,Point(-87.65005 41.85003)
1932,http://www.wikidata.org/entity/Q172,Toronto,Point(-79.386666666 43.670277777)
1932,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1932,http://www.wikidata.org/entity/Q1020224,Murree,Point(73.3903 33.9042)
1932,http://www.wikidata.org/entity/Q64,Berlin,Point(13.383333333 52.516666666)
1932,http://www.wikidata.org/entity/Q660781,Bad St. Leonhard im Lavanttal,Point(14.794722222 46.9625)
1932,http://www.wikidata.org/entity/Q34404,New Orleans,Point(-90.078333333 29.976111111)
1932,http://www.wikidata.org/entity/Q984863,Huehuetenango,Point(-91.476111111 15.314722222)
1932,http://www.wikidata.org/entity/Q883,Novosibirsk,Point(82.916666666 55.033333333)
1932,http://www.wikidata.org/entity/Q3617,Karlovac,Point(15.555833333 45.493055555)
1932,http://www.wikidata.org/entity/Q90,Paris,Point(2.352222222 48.856666666)
1932,http://www.wikidata.org/entity/Q11299,Manhattan,Point(-73.994166666 40.728333333)
1932,http://www.wikidata.org/entity/Q1649306,Nyasaland,Point(34.0 -13.5)
1932,http://www.wikidata.org/entity/Q1741,Vienna,Point(16.3725 48.208333333)
1932,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1932,http://www.wikidata.org/entity/Q1647,Rijeka,Point(14.433333333 45.333333333)
1932,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1932,http://www.wikidata.org/entity/Q1741,Vienna,Point(16.3725 48.208333333)
1932,http://www.wikidata.org/entity/Q2410921,Ybytimí,Point(-56.79 -25.77)
1932,http://www.wikidata.org/entity/Q2410921,Ybytimí,Point(-56.78333 -25.76667)
1932,http://www.wikidata.org/entity/Q783466,Ossendorf,Point(6.905 50.9686)
1932,http://www.wikidata.org/entity/Q776965,Klaipėda,Point(21.135 55.7125)
1932,http://www.wikidata.org/entity/Q3880,Curacautín,Point(-71.883333333 -38.433333333)
1932,http://www.wikidata.org/entity/Q52535,Rosario,Point(-60.639444444 -32.9575)
1932,http://www.wikidata.org/entity/Q1015647,Klerksdorp,Point(26.666666666 -26.866666666)
1932,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1932,http://www.wikidata.org/entity/Q207309,Tokushima,Point(134.554944444 34.070277777)
1932,http://www.wikidata.org/entity/Q10688543,Söderhamns församling,Point(17.050277777 61.303611111)
1932,http://www.wikidata.org/entity/Q1394899,Khunzakhsky District,Point(46.708361111 42.546361111)
1932,http://www.wikidata.org/entity/Q34647,Johannesburg,Point(28.041638888 -26.204361111)
1932,http://www.wikidata.org/entity/Q1741,Vienna,Point(16.3725 48.208333333)
1932,http://www.wikidata.org/entity/Q365,Cologne,Point(6.957777777 50.942222222)
1933,http://www.wikidata.org/entity/Q131694,Aden,Point(45.033333333 12.8)
1933,http://www.wikidata.org/entity/Q2263449,Crater District,Point(45.0381 12.771211)
1933,http://www.wikidata.org/entity/Q2263449,Crater District,Point(45.038055555 12.773055555)
1933,http://www.wikidata.org/entity/Q2263449,Crater District,Point(45.0381 12.7731)
1933,http://www.wikidata.org/entity/Q2263449,Crater District,Point(45.0328 12.7775)
1933,http://www.wikidata.org/entity/Q5671,Neman,Point(22.033333333 55.033333333)
1933,http://www.wikidata.org/entity/Q3551,Rabat,Point(-6.836111111 34.025277777)
1933,http://www.wikidata.org/entity/Q706105,Dubbo,Point(148.6011111 -32.248333333)
1933,http://www.wikidata.org/entity/Q172,Toronto,Point(-79.386666666 43.670277777)
1933,http://www.wikidata.org/entity/Q4831479,Aymanam,Point(76.485105555 9.624661111)
1933,http://www.wikidata.org/entity/Q25287,Gothenburg,Point(11.9675 57.7075)
1933,http://www.wikidata.org/entity/Q3001,Paramaribo,Point(-55.166666666 5.866666666)
1933,http://www.wikidata.org/entity/Q2238220,Seixal,Point(-9.106111111 38.642777777)
1933,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1933,http://www.wikidata.org/entity/Q56457,Paniqui,Point(120.578888888 15.668055555)
1933,http://www.wikidata.org/entity/Q82765,Olsztyn,Point(20.494166666 53.78)
1933,http://www.wikidata.org/entity/Q132830,Douala,Point(9.7 4.05)
1933,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1933,http://www.wikidata.org/entity/Q603389,Georgetown,Point(-79.293888888 33.3675)
1933,http://www.wikidata.org/entity/Q4331078,Ohliadiv,Point(24.6975 50.196666666)
1933,http://www.wikidata.org/entity/Q211260,Zaandam,Point(4.842222222 52.441666666)
1933,http://www.wikidata.org/entity/Q5465,Cape Town,Point(18.423888888 -33.925277777)
1933,http://www.wikidata.org/entity/Q6172018,Q6172018,Point(-71.098698 -34.356426)
